x,y
28,652
28,653
28,654
28,655
28,656
28,657
28,658
28,659
28,660
28,661
28,662
28,663
28,664
28,665
28,666
28,667
28,668
28,669
28,670
28,671
28,672
28,673
28,674
28,675
28,676
28,677
28,678
28,679
28,680
28,681
28,682
28,683
28,684
28,685
28,686
28,687
28,688
28,689
28,690
28,691
28,692
28,693
28,694
28,695
28,696
28,697
28,698
28,699
28,700
28,701
28,702
28,703
28,704
28,705
28,706
28,707
28,708
28,709
28,710
28,711
28,712
28,713
28,714
28,715
28,716
28,717
28,718
28,719
28,720
28,721
28,722
28,723
28,724
28,725
28,726
28,727
28,728
28,729
28,730
28,731
28,732
28,733
28,734
28,735
28,736
28,737
28,738
28,739
28,740
28,741
28,742
28,743
28,744
28,745
28,746
28,747
28,748
28,749
28,750
28,751
28,752
28,753
28,754
28,755
28,756
28,757
28,758
28,759
28,760
28,761
28,762
28,763
28,764
28,765
28,766
28,767
28,768
28,769
28,770
28,771
28,772
28,773
28,774
28,775
28,776
28,777
28,778
28,779
28,780
28,781
28,782
28,783
28,784
28,785
28,786
28,787
28,788
28,789
28,790
28,791
28,792
28,793
28,794
28,795
28,796
28,797
28,798
28,799
28,800
28,801
28,802
28,803
28,804
28,805
28,806
28,807
28,808
28,809
28,810
28,811
28,812
28,813
28,814
28,815
28,816
28,817
28,818
28,819
28,820
28,821
28,822
28,823
28,824
28,825
28,826
28,827
28,828
28,829
28,830
28,831
28,832
28,833
28,834
28,835
28,836
28,837
28,838
28,839
28,840
28,841
28,842
28,843
28,844
28,845
28,846
28,847
28,848
28,849
28,850
28,851
28,852
28,853
28,854
28,855
28,856
28,857
28,858
28,859
28,860
28,861
28,862
28,863
28,864
28,865
28,866
28,867
28,868
28,869
28,870
28,871
28,872
28,873
28,874
28,875
28,876
28,877
28,878
28,879
28,880
28,881
28,882
28,883
28,884
28,885
28,886
28,887
28,888
28,889
28,890
28,891
28,892
28,893
28,894
28,895
28,896
28,897
28,898
28,899
28,900
28,901
28,902
28,903
28,904
28,905
28,906
28,907
28,908
28,909
28,910
28,911
28,912
28,913
28,914
28,915
28,916
28,917
28,918
28,919
28,920
28,921
28,922
28,923
28,924
28,925
28,926
28,927
28,928
28,929
28,930
28,931
28,932
28,933
28,934
28,935
28,936
28,937
28,938
28,939
28,940
28,941
28,942
28,943
28,944
28,945
28,946
28,947
28,948
28,949
28,950
28,951
28,952
28,953
28,954
28,955
28,956
28,957
28,958
28,959
28,960
28,961
28,962
28,963
28,964
28,965
28,966
28,967
28,968
28,969
28,970
28,971
28,972
28,973
28,974
28,975
28,976
28,977
28,978
28,979
28,980
28,981
28,982
28,983
28,984
28,985
28,986
28,987
28,988
28,989
28,990
28,991
28,992
28,993
28,994
28,995
28,996
28,997
28,998
28,999
28,1000
28,1001
28,1002
28,1003
28,1004
28,1005
28,1006
28,1007
28,1008
28,1009
28,1010
28,1011
28,1012
28,1013
28,1014
28,1015
28,1016
28,1017
28,1018
28,1019
28,1020
28,1021
28,1022
28,1023
28,1024
28,1025
28,1026
28,1027
28,1028
28,1029
28,1030
28,1031
28,1032
28,1033
28,1034
28,1035
28,1036
28,1037
28,1038
28,1039
28,1040
28,1041
28,1042
28,1043
28,1044
28,1045
28,1046
28,1047
28,1048
28,1049
28,1050
28,1051
28,1052
28,1053
28,1054
28,1055
28,1056
28,1057
28,1058
28,1059
28,1060
28,1061
28,1062
28,1063
28,1064
28,1065
28,1066
28,1067
28,1068
28,1069
28,1070
28,1071
28,1072
28,1073
28,1074
28,1075
28,1076
28,1077
28,1078
28,1079
28,1080
28,1081
28,1082
28,1083
28,1084
28,1085
28,1086
28,1087
28,1088
28,1089
28,1090
28,1091
28,1092
28,1093
28,1094
28,1095
28,1096
28,1097
28,1098
28,1099
28,1100
28,1101
28,1102
28,1103
28,1104
28,1105
28,1106
28,1107
28,1108
28,1109
28,1110
28,1111
28,1112
28,1113
28,1114
28,1115
28,1116
28,1117
28,1118
28,1119
28,1120
28,1121
28,1122
28,1123
28,1124
28,1125
28,1126
28,1127
28,1128
28,1129
28,1130
28,1131
28,1132
28,1133
28,1134
28,1135
28,1136
28,1137
28,1138
28,1139
28,1140
28,1141
28,1142
28,1143
28,1144
28,1145
28,1146
28,1147
28,1148
28,1149
28,1150
28,1151
28,1152
28,1153
28,1154
28,1155
28,1156
28,1157
28,1158
28,1159
28,1160
28,1161
28,1162
28,1163
28,1164
28,1165
28,1166
28,1167
28,1168
28,1169
28,1170
28,1171
28,1172
28,1173
28,1174
28,1175
28,1176
28,1177
28,1178
28,1179
28,1180
28,1181
28,1182
28,1183
28,1184
28,1185
28,1186
28,1187
28,1188
28,1189
28,1190
28,1191
28,1192
28,1193
28,1194
28,1195
28,1196
28,1197
28,1198
28,1199
28,1200
28,1201
28,1202
28,1203
28,1204
28,1205
28,1206
28,1207
28,1208
28,1209
28,1210
28,1211
28,1212
28,1213
28,1214
28,1215
28,1216
28,1217
28,1218
28,1219
28,1220
28,1221
28,1222
28,1223
28,1224
28,1225
28,1226
28,1227
28,1228
28,1229
28,1230
28,1231
28,1232
28,1233
28,1234
28,1235
28,1236
28,1237
28,1238
28,1239
28,1240
28,1241
28,1242
28,1243
28,1244
28,1245
28,1246
28,1247
28,1248
28,1249
28,1250
28,1251
28,1252
28,1253
28,1254
28,1255
28,1256
28,1257
28,1258
28,1259
28,1260
28,1261
28,1262
28,1263
28,1264
28,1265
28,1266
28,1267
28,1268
28,1269
28,1270
28,1271
28,1272
28,1273
28,1274
28,1275
28,1276
28,1277
28,1278
28,1279
28,1280
28,1281
28,1282
28,1283
28,1284
28,1285
28,1286
28,1287
28,1288
28,1289
28,1290
28,1291
28,1292
28,1293
28,1294
28,1295
28,1296
28,1297
28,1298
28,1299
28,1300
28,1301
28,1302
28,1303
28,1304
28,1305
28,1306
28,1307
28,1308
28,1309
28,1310
28,1311
28,1312
28,1313
28,1314
28,1315
28,1316
28,1317
28,1318
28,1319
28,1320
28,1321
28,1322
28,1323
28,1324
28,1325
28,1326
28,1327
28,1328
28,1329
28,1330
28,1331
28,1332
28,1333
28,1334
28,1335
28,1336
28,1337
28,1338
28,1339
28,1340
28,1341
28,1342
28,1343
28,1344
28,1345
28,1346
28,1347
28,1348
28,1349
28,1350
28,1351
28,1352
28,1353
28,1354
28,1355
28,1356
28,1357
28,1358
28,1359
28,1360
28,1361
28,1362
28,1363
28,1364
28,1365
28,1366
28,1367
28,1368
28,1369
28,1370
28,1371
28,1372
28,1373
28,1374
28,1375
28,1376
28,1377
28,1378
28,1379
28,1380
28,1381
28,1382
28,1383
28,1384
28,1385
28,1386
28,1387
28,1388
28,1389
28,1390
28,1391
28,1392
28,1393
28,1394
28,1395
28,1396
28,1397
28,1398
28,1399
28,1400
28,1401
28,1402
28,1403
28,1404
28,1405
28,1406
28,1407
28,1408
28,1409
28,1410
28,1411
28,1412
28,1413
28,1414
28,1415
28,1416
28,1417
28,1418
28,1419
28,1420
28,1421
28,1422
28,1423
28,1424
28,1425
28,1426
28,1427
28,1428
28,1429
28,1430
28,1431
28,1432
28,1433
28,1434
28,1435
28,1436
28,1437
28,1438
28,1439
28,1440
28,1441
28,1442
28,1443
28,1444
28,1445
28,1446
28,1447
28,1448
28,1449
28,1450
28,1451
28,1452
28,1453
28,1454
28,1455
28,1456
28,1457
28,1458
28,1459
28,1460
28,1461
28,1462
28,1463
28,1464
28,1465
28,1466
28,1467
28,1468
28,1469
28,1470
28,1471
28,1472
28,1473
28,1474
28,1475
28,1476
28,1477
28,1478
28,1479
28,1480
28,1481
28,1482
28,1483
28,1484
28,1485
28,1486
28,1487
28,1488
28,1489
28,1490
28,1491
28,1492
28,1493
28,1494
28,1495
28,1496
28,1497
28,1498
28,1499
28,1500
28,1501
28,1502
28,1503
28,1504
28,1505
28,1506
28,1507
28,1508
28,1509
28,1510
28,1511
28,1512
28,1513
28,1514
28,1515
28,1516
28,1517
28,1518
28,1519
28,1520
28,1521
28,1522
28,1523
28,1524
28,1525
28,1526
28,1527
28,1528
28,1529
28,1530
28,1531
28,1532
28,1533
28,1534
28,1535
28,1536
28,1537
28,1538
28,1539
28,1540
28,1541
28,1542
28,1543
28,1544
28,1545
28,1546
28,1547
28,1548
28,1549
28,1550
28,1551
28,1552
28,1553
28,1554
28,1555
28,1556
28,1557
28,1558
28,1559
28,1560
28,1561
28,1562
28,1563
28,1564
28,1565
28,1566
28,1567
28,1568
28,1569
28,1570
28,1571
28,1572
28,1573
28,1574
28,1575
28,1576
28,1577
28,1578
28,1579
28,1580
28,1581
28,1582
28,1583
28,1584
28,1585
28,1586
28,1587
28,1588
28,1589
28,1590
28,1591
28,1592
28,1593
28,1594
28,1595
28,1596
28,1597
28,1598
28,1599
28,1600
28,1601
28,1602
28,1603
28,1604
28,1605
28,1606
28,1607
28,1608
28,1609
28,1610
28,1611
28,1612
28,1613
28,1614
28,1615
28,1616
28,1617
28,1618
28,1619
28,1620
28,1621
28,1622
28,1623
28,1624
28,1625
28,1626
28,1627
28,1628
28,1629
28,1630
28,1631
28,1632
28,1633
28,1634
28,1635
28,1636
28,1637
28,1638
28,1639
28,1640
28,1641
28,1642
28,1643
28,1644
28,1645
28,1646
28,1647
28,1648
28,1649
28,1650
28,1651
28,1652
28,1653
28,1654
28,1655
28,1656
28,1657
28,1658
28,1659
28,1660
28,1661
28,1662
28,1663
28,1664
28,1665
28,1666
28,1667
28,1668
28,1669
28,1670
28,1671
28,1672
28,1673
28,1674
28,1675
28,1676
28,1677
28,1678
28,1679
28,1680
28,1681
28,1682
28,1683
28,1684
28,1685
28,1686
28,1687
28,1688
28,1689
28,1690
28,1691
28,1692
28,1693
28,1694
28,1695
28,1696
28,1697
28,1698
28,1699
28,1700
28,1701
28,1702
28,1703
28,1704
28,1705
28,1706
28,1707
28,1708
28,1709
28,1710
28,1711
28,1712
28,1713
28,1714
28,1715
28,1716
28,1717
28,1718
28,1719
28,1720
28,1721
28,1722
28,1723
28,1724
28,1725
28,1726
28,1727
28,1728
28,1729
28,1730
28,1731
28,1732
28,1733
28,1734
28,1735
28,1736
28,1737
28,1738
28,1739
28,1740
28,1741
28,1742
28,1743
28,1744
28,1745
28,1746
28,1747
28,1748
28,1749
28,1750
28,1751
28,1752
28,1753
28,1754
28,1755
28,1756
28,1757
28,1758
28,1759
28,1760
28,1761
28,1762
28,1763
28,1764
28,1765
28,1766
28,1767
28,1768
28,1769
28,1770
28,1771
28,1772
28,1773
28,1774
28,1775
28,1776
28,1777
28,1778
28,1779
28,1780
28,1781
28,1782
28,1783
28,1784
28,1785
28,1786
28,1787
28,1788
28,1789
28,1790
28,1791
28,1792
28,1793
28,1794
28,1795
28,1796
28,1797
28,1798
28,1799
28,1800
28,1801
28,1802
28,1803
28,1804
28,1805
28,1806
28,1807
28,1808
28,1809
28,1810
28,1811
28,1812
28,1813
28,1814
28,1815
28,1816
28,1817
28,1818
28,1819
28,1820
28,1821
28,1822
28,1823
28,1824
28,1825
28,1826
28,1827
28,1828
28,1829
28,1830
28,1831
28,1832
28,1833
28,1834
28,1835
28,1836
28,1837
28,1838
28,1839
28,1840
28,1841
28,1842
28,1843
28,1844
28,1845
28,1846
28,1847
28,1848
28,1849
28,1850
28,1851
28,1852
28,1853
28,1854
28,1855
28,1856
28,1857
28,1858
28,1859
28,1860
28,1861
28,1862
28,1863
28,1864
28,1865
28,1866
28,1867
28,1868
28,1869
28,1870
28,1871
28,1872
28,1873
28,1874
28,1875
28,1876
28,1877
28,1878
28,1879
28,1880
28,1881
28,1882
28,1883
28,1884
28,1885
28,1886
28,1887
28,1888
28,1889
28,1890
28,1891
28,1892
28,1893
28,1894
28,1895
28,1896
28,1897
28,1898
28,1899
28,1900
28,1901
28,1902
28,1903
28,1904
28,1905
28,1906
28,1907
28,1908
28,1909
28,1910
28,1911
28,1912
28,1913
28,1914
28,1915
28,1916
28,1917
28,1918
28,1919
28,1920
28,1921
28,1922
28,1923
28,1924
28,1925
28,1926
28,1927
28,1928
28,1929
28,1930
28,1931
28,1932
28,1933
28,1934
28,1935
28,1936
28,1937
28,1938
28,1939
28,1940
28,1941
28,1942
28,1943
28,1944
28,1945
28,1946
28,1947
28,1948
28,1949
28,1950
28,1951
28,1952
28,1953
28,1954
28,1955
28,1956
28,1957
28,1958
28,1959
28,1960
28,1961
28,1962
28,1963
28,1964
28,1965
28,1966
28,1967
28,1968
28,1969
28,1970
28,1971
28,1972
28,1973
28,1974
28,1975
28,1976
28,1977
28,1978
28,1979
28,1980
28,1981
28,1982
28,1983
28,1984
28,1985
28,1986
28,1987
28,1988
28,1989
28,1990
28,1991
28,1992
28,1993
28,1994
28,1995
28,1996
28,1997
28,1998
28,1999
28,2000
28,2001
28,2002
28,2003
28,2004
28,2005
28,2006
28,2007
28,2008
28,2009
28,2010
28,2011
28,2012
28,2013
28,2014
28,2015
28,2016
28,2017
28,2018
28,2019
28,2020
28,2021
28,2022
28,2023
28,2024
28,2025
28,2026
28,2027
28,2028
28,2029
28,2030
28,2031
28,2032
28,2033
28,2034
28,2035
28,2036
28,2037
28,2038
28,2039
28,2040
28,2041
28,2042
28,2043
28,2044
28,2045
28,2046
28,2047
28,2048
28,2049
28,2050
28,2051
28,2052
28,2053
28,2054
28,2055
28,2056
28,2057
28,2058
28,2059
28,2060
28,2061
28,2062
28,2063
28,2064
28,2065
28,2066
28,2067
28,2068
28,2069
28,2070
28,2071
28,2072
28,2073
28,2074
28,2075
28,2076
28,2077
28,2078
28,2079
28,2080
28,2081
28,2082
28,2083
28,2084
28,2085
28,2086
28,2087
28,2088
28,2089
28,2090
28,2091
28,2092
28,2093
28,2094
28,2095
28,2096
28,2097
28,2098
28,2099
28,2100
28,2101
28,2102
28,2103
28,2104
28,2105
28,2106
28,2107
28,2108
28,2109
28,2110
28,2111
28,2112
28,2113
28,2114
28,2115
28,2116
28,2117
28,2118
28,2119
28,2120
28,2121
28,2122
28,2123
28,2124
28,2125
28,2126
28,2127
28,2128
28,2129
28,2130
28,2131
28,2132
28,2133
28,2134
28,2135
28,2136
28,2137
28,2138
28,2139
28,2140
28,2141
28,2142
28,2143
28,2144
28,2145
28,2146
28,2147
28,2148
28,2149
28,2150
28,2151
28,2152
28,2153
28,2154
28,2155
28,2156
28,2157
28,2158
28,2159
28,2160
28,2161
28,2162
28,2163
28,2164
28,2165
28,2166
28,2167
28,2168
28,2169
28,2170
28,2171
28,2172
28,2173
28,2174
28,2175
28,2176
28,2177
28,2178
28,2179
28,2180
28,2181
28,2182
28,2183
28,2184
28,2185
28,2186
28,2187
28,2188
28,2189
28,2190
28,2191
28,2192
28,2193
28,2194
28,2195
28,2196
28,2197
28,2198
28,2199
28,2200
28,2201
28,2202
28,2203
28,2204
28,2205
28,2206
28,2207
28,2208
28,2209
28,2210
28,2211
28,2212
28,2213
28,2214
28,2215
28,2216
28,2217
28,2218
28,2219
28,2220
28,2221
28,2222
28,2223
28,2224
28,2225
28,2226
28,2227
28,2228
28,2229
28,2230
28,2231
28,2232
28,2233
28,2234
28,2235
28,2236
28,2237
28,2238
28,2239
28,2240
28,2241
28,2242
28,2243
28,2244
28,2245
28,2246
28,2247
28,2248
28,2249
28,2250
28,2251
28,2252
28,2253
28,2254
28,2255
28,2256
28,2257
28,2258
28,2259
28,2260
28,2261
28,2262
28,2263
28,2264
28,2265
28,2266
28,2267
28,2268
28,2269
28,2270
28,2271
28,2272
28,2273
28,2274
28,2275
28,2276
28,2277
28,2278
28,2279
28,2280
28,2281
28,2282
28,2283
28,2284
28,2285
28,2286
28,2287
28,2288
28,2289
28,2290
28,2291
28,2292
28,2293
28,2294
28,2295
28,2296
28,2297
28,2298
28,2299
28,2300
28,2301
28,2302
28,2303
28,2304
28,2305
28,2306
28,2307
28,2308
28,2309
28,2310
28,2311
28,2312
28,2313
28,2314
28,2315
28,2316
28,2317
28,2318
28,2319
28,2320
28,2321
28,2322
28,2323
28,2324
28,2325
28,2326
28,2327
28,2328
28,2329
28,2330
28,2331
28,2332
28,2333
28,2334
28,2335
28,2336
28,2337
28,2338
28,2339
28,2340
28,2341
28,2342
28,2343
28,2344
28,2345
28,2346
28,2347
28,2348
28,2349
28,2350
28,2351
28,2352
28,2353
28,2354
28,2355
28,2356
28,2357
28,2358
28,2359
28,2360
28,2361
28,2362
28,2363
28,2364
28,2365
28,2366
28,2367
28,2368
28,2369
28,2370
28,2371
28,2372
28,2373
28,2374
28,2375
28,2376
28,2377
28,2378
28,2379
28,2380
28,2381
28,2382
28,2383
28,2384
28,2385
28,2386
28,2387
28,2388
28,2389
28,2390
28,2391
28,2392
28,2393
28,2394
28,2395
28,2396
28,2397
28,2398
28,2399
28,2400
28,2401
28,2402
28,2403
28,2404
28,2405
28,2406
28,2407
28,2408
28,2409
28,2410
28,2411
28,2412
28,2413
28,2414
28,2415
28,2416
28,2417
28,2418
28,2419
28,2420
28,2421
28,2422
28,2423
28,2424
28,2425
28,2426
28,2427
28,2428
28,2429
28,2430
28,2431
28,2432
28,2433
28,2434
28,2435
28,2436
28,2437
28,2438
28,2439
28,2440
28,2441
28,2442
28,2443
28,2444
28,2445
28,2446
28,2447
28,2448
28,2449
28,2450
28,2451
28,2452
28,2453
28,2454
28,2455
28,2456
28,2457
28,2458
28,2459
28,2460
28,2461
28,2462
28,2463
28,2464
28,2465
28,2466
28,2467
28,2468
28,2469
28,2470
28,2471
28,2472
28,2473
28,2474
28,2475
28,2476
28,2477
28,2478
28,2479
28,2480
28,2481
28,2482
28,2483
28,2484
28,2485
28,2486
28,2487
28,2488
28,2489
28,2490
28,2491
28,2492
28,2493
28,2494
28,2495
28,2496
28,2497
28,2498
28,2499
28,2500
28,2501
28,2502
28,2503
28,2504
28,2505
28,2506
28,2507
28,2508
28,2509
28,2510
28,2511
28,2512
28,2513
28,2514
28,2515
28,2516
28,2517
28,2518
28,2519
28,2520
28,2521
28,2522
28,2523
28,2524
28,2525
28,2526
28,2527
28,2528
28,2529
28,2530
28,2531
28,2532
28,2533
28,2534
28,2535
28,2536
28,2537
28,2538
28,2539
28,2540
28,2541
28,2542
28,2543
28,2544
28,2545
28,2546
28,2547
28,2548
28,2549
28,2550
28,2551
28,2552
28,2553
28,2554
28,2555
28,2556
28,2557
28,2558
28,2559
28,2560
28,2561
28,2562
28,2563
28,2564
28,2565
28,2566
28,2567
28,2568
28,2569
28,2570
28,2571
28,2572
28,2573
28,2574
28,2575
28,2576
28,2577
28,2578
28,2579
28,2580
28,2581
28,2582
28,2583
28,2584
28,2585
28,2586
28,2587
28,2588
28,2589
28,2590
28,2591
28,2592
28,2593
28,2594
28,2595
28,2596
28,2597
28,2598
28,2599
28,2600
28,2601
28,2602
28,2603
28,2604
28,2605
28,2606
28,2607
28,2608
28,2609
28,2610
28,2611
28,2612
28,2613
28,2614
28,2615
28,2616
28,2617
28,2618
28,2619
28,2620
28,2621
28,2622
28,2623
28,2624
28,2625
28,2626
28,2627
28,2628
28,2629
28,2630
28,2631
28,2632
28,2633
28,2634
28,2635
28,2636
28,2637
28,2638
28,2639
28,2640
28,2641
28,2642
28,2643
28,2644
28,2645
28,2646
28,2647
28,2648
28,2649
28,2650
28,2651
28,2652
28,2653
28,2654
28,2655
28,2656
28,2657
28,2658
28,2659
28,2660
28,2661
28,2662
28,2663
28,2664
28,2665
28,2666
28,2667
28,2668
28,2669
28,2670
28,2671
28,2672
28,2673
28,2674
28,2675
28,2676
28,2677
28,2678
28,2679
28,2680
28,2681
28,2682
28,2683
28,2684
28,2685
28,2686
28,2687
28,2688
28,2689
28,2690
28,2691
28,2692
28,2693
28,2694
28,2695
28,2696
28,2697
28,2698
28,2699
28,2700
28,2701
28,2702
28,2703
28,2704
28,2705
28,2706
28,2707
28,2708
28,2709
28,2710
28,2711
28,2712
28,2713
28,2714
28,2715
28,2716
28,2717
28,2718
28,2719
28,2720
28,2721
28,2722
28,2723
28,2724
28,2725
28,2726
28,2727
28,2728
28,2729
28,2730
28,2731
28,2732
28,2733
28,2734
28,2735
28,2736
28,2737
28,2738
28,2739
28,2740
28,2741
28,2742
28,2743
28,2744
28,2745
28,2746
28,2747
28,2748
28,2749
28,2750
28,2751
28,2752
28,2753
28,2754
28,2755
28,2756
28,2757
28,2758
28,2759
28,2760
28,2761
28,2762
28,2763
28,2764
28,2765
28,2766
28,2767
28,2768
28,2769
28,2770
28,2771
28,2772
28,2773
28,2774
28,2775
28,2776
28,2777
28,2778
28,2779
28,2780
28,2781
28,2782
28,2783
28,2784
28,2785
28,2786
28,2787
28,2788
28,2789
28,2790
28,2791
28,2792
28,2793
28,2794
28,2795
28,2796
28,2797
28,2798
28,2799
28,2800
28,2801
28,2802
28,2803
28,2804
28,2805
28,2806
28,2807
28,2808
28,2809
28,2810
28,2811
28,2812
28,2813
28,2814
28,2815
28,2816
28,2817
28,2818
28,2819
28,2820
28,2821
28,2822
28,2823
28,2824
28,2825
28,2826
28,2827
28,2828
28,2829
28,2830
28,2831
28,2832
28,2833
28,2834
28,2835
28,2836
28,2837
28,2838
28,2839
28,2840
28,2841
28,2842
28,2843
28,2844
28,2845
28,2846
28,2847
28,2848
28,2849
28,2850
28,2851
28,2852
28,2853
28,2854
28,2855
28,2856
28,2857
28,2858
28,2859
28,2860
28,2861
28,2862
28,2863
28,2864
28,2865
28,2866
28,2867
28,2868
28,2869
28,2870
28,2871
28,2872
28,2873
28,2874
28,2875
28,2876
28,2877
28,2878
28,2879
28,2880
28,2881
28,2882
28,2883
28,2884
28,2885
28,2886
28,2887
28,2888
28,2889
28,2890
28,2891
28,2892
28,2893
28,2894
28,2895
28,2896
28,2897
28,2898
28,2899
28,2900
28,2901
28,2902
28,2903
28,2904
28,2905
28,2906
28,2907
28,2908
28,2909
28,2910
28,2911
28,2912
28,2913
28,2914
28,2915
28,2916
28,2917
28,2918
28,2919
28,2920
28,2921
28,2922
28,2923
28,2924
28,2925
28,2926
28,2927
28,2928
28,2929
28,2930
28,2931
28,2932
28,2933
28,2934
28,2935
28,2936
28,2937
28,2938
28,2939
28,2940
28,2941
28,2942
28,2943
28,2944
28,2945
28,2946
28,2947
28,2948
28,2949
28,2950
28,2951
28,2952
28,2953
28,2954
28,2955
28,2956
28,2957
28,2958
28,2959
28,2960
28,2961
28,2962
28,2963
28,2964
28,2965
28,2966
28,2967
28,2968
28,2969
28,2970
28,2971
28,2972
28,2973
28,2974
28,2975
28,2976
28,2977
28,2978
28,2979
28,2980
28,2981
28,2982
28,2983
28,2984
28,2985
28,2986
28,2987
28,2988
28,2989
28,2990
28,2991
28,2992
28,2993
28,2994
28,2995
28,2996
28,2997
